Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_274.jpg,-1.398081,1,0,1.922948,103.7194,188.622,1.127736,256.8617,359.9027
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_314.jpg,0.5610056,1,0,1.952248,103.7015,188.5448,1.17164,256.7889,359.9351
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_355.jpg,2.226327,1,0,1.981151,103.6841,188.4661,1.232171,256.8728,359.9841
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_396.jpg,4.287149,1,0,2.009757,103.6667,188.3861,1.298272,257.1009,0.003550382
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_437.jpg,4.258832,1,0,2.037218,103.6495,188.3055,1.335338,257.426,0.001366195
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_482.jpg,1.508517,1,0,2.084586,103.6323,188.2242,1.333784,257.7002,-0.004755727
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_523.jpg,3.561025,1,0,2.114854,103.6152,188.1419,1.316831,257.9303,-0.003528805
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_564.jpg,4.332772,1,0,2.144764,103.5987,188.0583,1.299079,258.2365,-0.003909487
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_604.jpg,3.097407,1,0,2.174495,103.5822,187.9732,1.296261,258.5338,-0.003314291
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_646.jpg,1.858463,1,0,2.203417,103.5657,187.8868,1.302925,258.795,-0.00324275
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_687.jpg,0,1,0,2.231365,103.5488,187.7992,1.311068,258.9498,-0.003162245
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_728.jpg,0,1,0,2.260895,103.5314,187.7106,1.315085,258.9983,-0.001969494
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_769.jpg,0,1,0,2.290873,103.5136,187.6209,1.318502,259.0079,-0.001405163
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_810.jpg,0,1,0,2.319476,103.4956,187.5301,1.319638,259.0076,-0.001312505
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_852.jpg,0,1,0,2.349317,103.4681,187.3918,1.320935,258.997,-0.001259971
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_893.jpg,0,1,0,2.378284,103.4495,187.2981,1.324072,258.9896,-0.001264243
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_936.jpg,0,1,0,2.407196,103.4306,187.2032,1.328519,258.9822,-0.001304703
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_977.jpg,0,1,0,2.436058,103.4116,187.1073,1.329771,258.9761,-0.001316593
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_020.jpg,0,1,0,2.479523,103.3922,187.0103,1.329431,258.9671,-0.001286877
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_062.jpg,2.139179,1,0,2.508048,103.373,186.9121,1.330402,259.0169,-0.001665961
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_104.jpg,4.692231,1,0,2.536058,103.3544,186.8126,1.331541,259.2226,-0.002849065
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_146.jpg,5.946308,1,0,2.563932,103.337,186.7119,1.32257,259.6063,0.005773208
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_189.jpg,8.079461,1,0,2.591107,103.3209,186.6099,1.311262,260.1364,0.02823819
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_231.jpg,9.773075,1,0,2.61672,103.3066,186.5068,1.289117,260.8574,0.0681265
