Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
..\data rocks\IMG\robocam_2017_05_28_15_42_29_796.jpg,0,0,0,1.450374,104.7523,87.68303,359.7498,22.82499,0.01200841
..\data rocks\IMG\robocam_2017_05_28_15_42_29_863.jpg,0,0,0,1.445358,104.8321,87.71662,359.7476,22.82474,0.00892517
..\data rocks\IMG\robocam_2017_05_28_15_42_29_929.jpg,0,0,0,1.438828,104.9116,87.75008,359.7431,22.82472,0.00602454
..\data rocks\IMG\robocam_2017_05_28_15_42_29_996.jpg,0,0,0,1.433947,105.0172,87.79447,359.738,22.8233,-0.001445534
..\data rocks\IMG\robocam_2017_05_28_15_42_30_063.jpg,0,0,0,1.428977,105.0961,87.82767,359.7344,22.82304,359.9928
..\data rocks\IMG\robocam_2017_05_28_15_42_30_130.jpg,0,0,0,1.422475,105.1747,87.86082,359.733,22.82444,359.9917
..\data rocks\IMG\robocam_2017_05_28_15_42_30_196.jpg,0,0,0,1.417566,105.2792,87.90478,359.7306,22.82471,359.9907
..\data rocks\IMG\robocam_2017_05_28_15_42_30_263.jpg,0,0,0,1.412751,105.3571,87.9376,359.727,22.82471,359.9901
..\data rocks\IMG\robocam_2017_05_28_15_42_30_330.jpg,0,0,0,1.406245,105.4349,87.97038,359.7275,22.82629,-0.005017604
..\data rocks\IMG\robocam_2017_05_28_15_42_30_397.jpg,0,0,0,1.401465,105.5381,88.01383,359.7254,22.82641,-0.000895112
..\data rocks\IMG\robocam_2017_05_28_15_42_30_464.jpg,0,0,0,1.396701,105.6152,88.04629,359.7223,22.82641,0.001883207
..\data rocks\IMG\robocam_2017_05_28_15_42_30_531.jpg,0,0,0,1.39026,105.6922,88.07861,359.7236,22.8248,-0.000828103
..\data rocks\IMG\robocam_2017_05_28_15_42_30_597.jpg,0,0,0.2006834,1.372726,105.7919,88.1206,359.6695,22.82527,-0.00083886
..\data rocks\IMG\robocam_2017_05_28_15_42_30_664.jpg,0,0,0.4011975,1.323198,105.8611,88.1497,359.5196,22.82494,-0.000550557
..\data rocks\IMG\robocam_2017_05_28_15_42_30_731.jpg,0,0,0.6014789,1.198501,105.9224,88.17548,359.2304,22.82433,-0.001681125
..\data rocks\IMG\robocam_2017_05_28_15_42_30_798.jpg,0,0,0.8020387,1.058177,105.9888,88.20325,358.6052,22.85182,-0.002880258
..\data rocks\IMG\robocam_2017_05_28_15_42_30_865.jpg,0,0,1,0.9325507,106.0317,88.22106,358.2021,22.91849,0.004347955
..\data rocks\IMG\robocam_2017_05_28_15_42_30_932.jpg,0,0,1,0.7035976,106.0652,88.23465,357.8836,22.934,359.9933
..\data rocks\IMG\robocam_2017_05_28_15_42_30_998.jpg,0,0,1,0.4815635,106.0915,88.24529,357.4547,22.95987,359.9934
